Data,U1,U2
120,0.228266,1.34727
121,1.56514,0.595294
122,0.942918,0.704306
123,0.70409,0.812586
124,0.562454,0.1966
125,0.0796093,0.87405
126,1.69487,1.48503
127,1.01703,1.32701
128,1.54835,0.962737
129,0.462882,1.01096
130,1.18474,1.67901
131,0.647619,1.20048
132,0.295299,1.16739
133,1.47943,1.34745
134,1.83486,0.5403
135,1.18382,0.836024
136,0.483761,0.106388
137,1.76276,1.48192
138,1.72442,1.81799
139,1.44145,0.354625
140,1.49805,0.312204
141,0.660684,0.130009
142,1.30678,1.4243
143,1.57033,0.840602
144,1.36233,1.06833
145,1.67882,0.833216
146,0.330098,1.56029
147,0.536752,0.215583
148,1.54139,0.0360729
149,0.330403,1.32707
150,1.53065,1.85998
151,1.30018,0.0547502
152,0.663492,0.0578631
153,1.21587,1.38231
154,0.653419,1.11765
155,0.989683,0.655843
156,1.23547,1.19834
157,0.128938,0.930998
158,1.37442,0.159185
159,0.401587,0.675375
160,0.404335,1.08634
161,0.0190476,1.29057
162,0.6721,1.42009
163,0.122955,0.643574
164,0.836996,1.62041
165,0.607021,1.29771
166,1.22515,1.79357
167,1.59725,0.670797
168,0.770818,1.09977
169,0.476679,1.16501
170,0.386874,0.310556
171,0.44243,1.6574
172,1.30696,1.84375
173,1.45226,1.8731
174,0.30873,1.21415
175,0.340537,0.320383
176,0.00042736,0.361888
177,0.0699023,0.909696
178,0.766972,1.99103
179,0.799084,1.34953
180,0.818071,0.137516
181,1.96563,0.169683
182,1.26129,0.922269
183,1.10879,1.00333
184,1.51654,0.0869167
185,1.9768,0.827357
186,1.94463,1.71703
187,1.80409,1.46062
188,0.513492,0.756737
189,1.7884,0.9935
190,1.94756,1.78948
191,1.93877,0.237495
192,0.308364,1.32237
193,1.9207,0.971099
194,0.659829,1.74377
195,1.49231,1.98352
196,1.51441,1.44957
197,1.87869,1.9201
198,0.532357,0.627949
199,1.21685,0.969024
200,0.567582,1.08164
201,1.27497,0.745628
202,0.958425,0.520646
203,1.23748,1.57714
204,1.17656,0.215339
205,1.73748,1.02127
206,1.8025,1.01114
207,0.719414,1.111
208,0.567827,1.72716
209,0.413126,0.759301
210,0.133822,1.13736
211,1.91532,0.230903
212,0.599939,1.31272
213,0.885653,0.842006
214,0.733211,1.34336
215,0.900427,1.3325
216,0.799206,1.60289
217,0.310501,0.925077
218,1.92564,1.01846
219,0.317033,0.178594
220,1.38602,0.516984
221,0.590659,0.626484
222,1.31258,0.180914
223,0.430403,1.09793
224,1.35079,0.917508
225,0.395421,0.812708
226,0.960989,0.869228
227,1.816,1.06235
228,1.64438,1.6281
229,1.84298,0.795129
230,0.608669,0.801904
231,1.98694,0.95584
232,0.542674,0.876858
233,0.651404,0.249702
234,0.454518,0.870632
235,1.27753,1.3469
236,1.25189,0.228462
237,1.58138,1.67089
238,0.0919414,1.02658
239,0.290965,1.07804
240,0.810623,0.0668966
241,1.9685,0.173528
242,1.15061,0.124882
243,0.226984,1.98352
244,0.360134,0.691
245,1.17198,0.455641
246,0.204762,0.28779
247,0.400061,0.0487076
248,1.837,0.0866115
249,0.743895,1.73266
250,1.51905,1.35063
251,0.262332,0.323985
252,1.15366,0.436476
253,1.13303,0.45735
254,0.181197,1.95141
255,0.243346,1.90362
256,0.933761,0.430738
257,1.73632,1.63817
258,1.20092,0.828272
259,0.71746,0.285043
260,0.856105,1.44163
261,0.111538,0.566057
262,1.11856,0.886135
263,1.41331,1.41874
264,0.676984,0.622517
265,1.16368,1.76568
266,1.70433,1.59532
267,0.576801,0.762047
268,1.99054,0.996857
269,0.111172,0.98056
270,0.295971,0.284494
271,0.202381,1.64977
272,1.78816,1.59661
273,0.0576923,1.0065
274,0.348169,1.8916
275,0.640049,0.2931
276,1.88462,1.71435
277,1.96752,1.18516
278,0.747009,1.73272
279,0.895604,1.72088
280,1.2663,0.331675
281,1.86508,1.36961
282,1.45989,0.85464
283,1.93553,1.97345
284,1.43053,0.785302
285,1.07357,0.176092
286,0.0777167,0.5309
287,1.30586,0.86404
288,1.77332,1.73382
289,0.296032,0.332713
290,0.817521,1.46513
291,0.383272,0.618854
292,1.09206,0.488235
293,1.35989,0.938261
294,0.538767,0.263985
295,0.564957,0.707907
296,0.263858,1.76843
297,1.43114,1.44426
298,1.34829,0.742027
299,1.71264,0.180486
300,0.161844,1.94678
301,1.51783,1.17148
302,0.344139,0.621296
303,1.16331,1.81689
304,1.87161,1.84393
305,0.0672772,1.17466
306,0.0713065,1.18784
307,0.621062,1.40849
308,1.27063,0.136967
309,1.47735,0.267159
310,0.242796,0.467421
311,1.23687,0.480178
312,1.0373,0.443983
313,0.324115,0.018128
314,0.295238,1.48412
315,0.193162,1.76605
316,0.142491,0.145878
317,1.13364,0.535173
318,1.33852,0.162175
319,1.10794,1.75115
320,1.89683,0.0105594
321,0.492063,1.84417
322,1.06148,0.436537
323,1.56215,1.59349
324,0.606105,0.678732
325,1.32381,0.679952
326,0.159096,1.1312
327,0.0735043,0.735862
328,1.90989,1.07669
329,0.135531,1.49895
330,1.8406,0.17066
331,1.82338,0.52266
332,0.849451,0.816919
333,1.0525,1.52733
334,0.979426,0.685934
335,1.4453,0.132572
336,0.744933,1.64934
337,1.44481,0.656941
338,0.476801,0.576678
339,0.199878,0.140507
340,0.929426,0.0260018
341,0.969902,0.00103764
342,1.38852,0.0941801
343,1.83657,0.0205695
344,0.411966,1.84198
345,0.83547,1.92297
346,0.38547,1.0051
347,0.457021,0.90347
348,1.52924,1.41343
349,1.09695,1.34947
350,1.11197,1.90051
351,0.703175,1.89947
352,0.644444,1.75774
353,0.803114,1.18271
354,0.995665,1.21183
355,1.56447,1.30131
356,1.96575,0.236091
357,0.802747,1.62157
358,0.0816239,0.496109
359,0.132723,0.977813
360,1.53254,0.622089
361,0.0222222,0.205512
362,1.44683,1.5537
363,0.610745,1.27146
364,1.4478,1.65862
365,1.03089,0.39436
366,1.75684,1.93976
367,0.882784,0.712668
368,1.40549,1.16556
369,1.69994,1.49498
370,1.53394,0.433668
371,1.96941,1.86279
372,1.58431,1.76073
373,0.775763,1.74877
374,1.69194,1.0275
375,0.669292,1.59844
376,1.96575,1.25657
377,0.174298,1.39103
378,1.90299,0.996246
379,0.709585,1.14994
380,0.140781,1.79528
381,1.80989,1.49638
382,1.35995,1.61339
383,0.707326,0.205878
384,0.669658,0.784387
385,1.77076,1.42119
386,1.49579,1.07254
387,0.263797,0.397046
388,0.0492674,1.6961
389,1.65897,0.65627
390,1.22118,0.17951
391,0.499023,0.471206
392,0.363065,1.7918
393,1.89853,1.90252
394,0.245727,0.375805
395,0.339316,0.472243
396,1.66435,0.835597
397,0.830159,1.18119
398,1.04365,0.656758
399,0.873077,1.23533
400,0.161477,1.85803
401,0.405433,1.79272
402,1.02387,0.946745
403,1.08327,0.511307
404,0.270147,0.03296
405,0.287912,1.93439
406,1.47387,0.494339
407,1.2735,0.0325327
408,1.58474,0.731285
409,1.17961,0.792016
410,0.831746,0.84872
411,1.49634,0.832057
412,0.842002,0.811487
413,1.18059,0.915922
414,0.855983,1.98108
415,1.29878,1.12992
416,1.93779,0.212043
417,1.99872,1.69475
418,1.24945,1.11307
419,0.0966423,0.0980255
420,0.0496948,1.9068
421,0.816117,1.73962
422,1.30421,0.814783
423,0.490965,1.81634
424,0.945482,1.28556
425,0.632784,0.990631
426,0.128877,1.93457
427,1.83608,0.732994
428,1.51905,1.0242
429,0.890415,0.359081
430,0.0203907,1.92334
431,0.375397,0.941252
432,0.635348,0.504471
433,1.19725,1.71661
434,0.541209,0.116398
435,1.25971,0.584674
436,0.33602,1.84729
437,1.96245,0.0448012
438,1.86789,0.534379
439,0.748596,1.70428
440,0.468987,1.62212
441,0.751587,0.558123
442,0.969963,1.76611
443,1.92491,0.839015
444,0.808608,0.294626
445,0.180525,0.610553
446,1.187,0.496231
447,0.217643,0.693564
448,1.72595,0.474929
449,0.153175,1.20121
450,0.757265,0.240059
451,0.0614164,0.184027
452,1.47143,0.0287484
453,0.261477,1.88958
454,0.870391,1.84765
455,0.990232,1.17563
456,1.13535,1.11551
457,1.15836,1.93341
458,0.799695,1.33958
459,0.48895,1.2241
460,1.34463,1.21317
461,0.713919,1.46171
462,0.680159,1.63842
463,1.91239,0.633747
464,1.76093,1.19529
465,1.77271,1.49565
466,1.4931,1.75567
467,0.777961,1.14389
468,1.44237,0.520341
469,1.31642,0.629475
470,0.819292,1.99963
471,1.75781,0.55739
472,1.13126,0.597369
473,1.85427,1.184
474,1.92741,0.764489
475,1.66575,0.622456
476,1.52961,0.389721
477,0.843895,0.645161
478,0.751465,1.46409
479,0.767888,0.481277
480,0.624664,1.3195
481,0.964225,1.20078
482,0.332295,1.17289
483,1.71941,0.997345
484,0.13022,1.53539
485,1.04457,1.1868
486,1.27216,1.53636
487,0.440232,0.274239
488,0.100794,0.606403
489,0.469109,1.25657
490,1.7743,1.51347
491,0.250672,1.67852
492,1.78614,0.703757
493,0.865751,1.08518
494,1.8279,0.513382
495,1.56746,0.678426
496,1.78437,1.33335
497,1.892,1.42143
498,1.09805,1.48991
499,0.480647,1.81249
500,1.5619,1.68181
501,0.931013,1.30015
502,1.08712,0.554582
503,0.525397,0.0983306
504,1.39585,1.63823
505,1.51288,1.22666
506,1.12582,0.672445
507,0.95177,0.196539
508,0.8058,1.55431
509,0.266117,0.147221
510,0.761172,0.00219734
511,1.81508,1.64006
512,0.537241,1.80486
513,1.22265,1.01627
514,0.100122,0.443129
515,1.19335,1.44273
516,0.156532,0.212043
517,1.2768,0.774377
518,0.673565,0.951811
519,0.847802,0.399792
520,0.323443,0.395459
521,1.62289,1.54863
522,0.380647,1.19089
523,1.63547,0.391491
524,1.80092,1.10971
525,0.973382,0.888272
526,1.08059,0.0722068
527,0.988034,1.00357
528,0.264591,1.6339
529,1.37784,1.84796
530,0.388034,0.757164
531,1.77277,0.776452
532,0.980281,1.27335
533,0.449145,0.73104
534,0.241514,0.67629
535,0.839744,1.39604
536,0.399634,0.037904
537,0.816056,1.30583
538,1.80092,0.131169
539,0.578571,0.138005
540,0.751465,0.558245
541,0.60641,1.30668
542,1.23999,0.0408338
543,1.787,0.879299
544,0.678816,0.302499
545,1.7826,0.032899
546,1.99915,0.395093
547,1.16978,0.987457
548,1.99231,0.157048
549,0.132295,0.857814
550,0.0518926,1.97729
551,1.78168,0.402295
552,1.59664,0.432386
553,1.73877,1.46043
554,1.76099,0.91934
555,1.71929,0.221076
556,0.658791,0.357372
557,1.72674,1.59221
558,0.869109,0.651387
559,1.38394,1.09995
560,0.0739316,0.12476
561,0.115385,1.19163
562,0.20757,0.808008
563,0.620757,0.784448
564,0.29591,1.54949
565,0.576618,0.659017
566,0.666361,1.65441
567,0.0504274,1.08164
568,0.592979,0.402539
569,0.914896,0.103519
570,0.999328,1.59435
571,1.90433,1.58592
572,1.79298,0.484207
573,1.08584,1.37596
574,1.02405,0.322703
575,0.674359,0.471023
576,1.57729,0.496719
577,1.56038,1.69848
578,1.77882,1.18552
579,0.897192,1.66137
580,0.390781,1.78106
581,1.84884,0.705222
582,1.19713,1.30851
583,0.372527,0.694479
584,1.02576,1.97937
585,1.99902,1.70531
586,0.867827,1.05863
587,0.141209,0.587725
588,1.94316,0.685446
589,0.8779,0.98056
590,0.435958,1.39976
591,1.52674,0.0206305
592,1.39652,0.146367
593,0.0528694,1.93158
594,1.21349,0.705344
595,1.55543,1.14737
596,0.419536,1.07706
597,1.08138,1.88348
598,1.55733,1.59093
599,1.07063,1.34916
600,1.73803,0.650533
601,1.02265,0.364513
602,1.5815,1.32786
603,0.848596,0.241951
604,0.668315,0.727195
605,1.98816,0.669942
606,1.76276,0.402905
607,0.0307692,0.249702
608,1.07259,1.38395
609,1.53516,1.52312
610,1.0025,0.783654
611,0.186508,0.0566424
612,0.419963,1.80712
613,1.7246,0.647114
614,0.710562,0.45381
615,1.31532,1.25144
616,1.02973,1.61107
617,1.64811,1.05918
618,0.467888,1.78112
619,1.10391,1.47423
620,1.54799,0.645222
621,1.24237,1.89966
622,1.83669,0.278695
623,1.7511,0.381542
624,1.72833,0.351512
625,1.20061,0.60921
626,1.87466,1.32475
627,1.66832,1.73882
628,0.574237,0.735435
629,0.793773,0.266121
630,0.922161,1.40031
631,0.374725,1.95489
632,0.908791,0.0128178
633,0.414957,0.895901
634,0.219109,1.4105
635,1.8953,0.370251
636,0.429426,0.99472
637,0.658852,0.566179
638,1.91703,0.64919
639,0.972222,1.61235
640,0.317705,1.27329
641,0.748291,1.07974
642,1.04609,0.971221
643,1.41178,1.32829
644,1.45916,1.27085
645,0.121551,0.0766015
646,0.00702077,1.73412
647,0.865507,1.61064
648,1.33956,1.21476
649,1.99353,0.360363
650,1.13999,1.07169
651,1.37076,1.42607
652,1.68144,1.1005
653,0.69707,0.258003
654,1.93834,0.0622578
655,1.95385,0.36079
656,1.87863,0.705466
657,1.63089,1.82855
658,0.472466,1.35405
659,0.614225,0.994781
660,0.295421,1.71667
661,1.60726,0.731346
662,1.58236,0.809717
663,0.000671561,0.217536
664,0.492979,1.03287
665,0.430586,0.567217
666,1.39805,1.73339
667,0.0887057,0.797571
668,0.440049,1.3068
669,1.50775,1.50462
670,0.760745,0.241646
671,0.176129,1.51836
672,1.77863,1.78637
673,0.303968,0.00341808
674,1.09737,1.34245
675,1.50842,1.19333
676,1.19969,1.52055
677,0.464835,1.44932
678,1.31416,0.28254
679,0.842369,0.872219
680,0.998352,1.99017
681,0.404274,0.509842
682,1.27473,0.727683
683,0.268254,1.55113
684,0.863065,1.22745
685,0.182234,1.02701
686,0.421001,0.336802
687,1.59444,1.69909
688,1.96899,0.48616
689,1.47894,0.256111
690,1.10208,1.29386
691,0.610928,1.91394
692,1.43175,1.52495
693,0.47674,1.26597
694,1.1707,0.358654
695,1.54908,1.01871
696,0.190354,1.56664
697,0.470208,0.310678
698,1.41477,2
699,1.03797,0.912992
700,0.376252,1.99591
701,0.00488401,0.987579
702,0.38083,1.17301
703,1.88431,0.4897
704,1.23217,1.85723
705,1.36905,1.99219
706,0.156471,1.30412
707,1.97527,1.93176
708,1.64646,0.216681
709,1.24084,0.283151
710,1.6707,0.0449843
711,0.627106,1.69884
712,0.362149,0.449416
713,0.313248,0.470901
714,1.07589,0.358959
715,1.68651,1.51976
716,1.92613,0.514908
717,1.70079,0.240181
718,1.77833,1.50127
719,1.69505,1.6997
720,1.43339,0.283822
721,0.942613,0.62093
722,1.66972,1.4572
723,0.437912,0.0570696
724,0.142857,1.97729
725,1.42125,0.919218
726,0.133028,1.39927
727,0.181319,0.802087
728,1.01325,0.782617
729,1.99762,1.12088
730,0.379243,1.72655
731,0.912637,0.668111
732,0.226801,1.70708
733,0.685104,1.58013
734,1.67637,0.24836
735,1.89884,0.610981
736,1.76941,1.73241
737,1.17186,0.805933
738,1.03718,0.0753807
739,0.872894,0.385632
740,1.11587,1.33256
741,1.99884,1.15879
742,0.928755,1.77984
743,1.16386,0.315561
744,1.09994,0.417249
745,1.21502,1.26951
746,0.559585,1.38792
747,0.0758242,1.56499
748,0.0144689,0.764245
749,0.316422,0.993866
750,1.31447,0.766991
751,0.839805,1.22831
752,1.01862,0.00134282
753,0.282173,1.71453
754,1.89457,1.96942
755,1.43779,1.54802
756,0.903114,1.20304
757,1.52057,1.80303
758,1.72845,0.0959502
759,0.623626,1.57408
760,1.28602,1.16166
761,0.537546,0.0549333
762,0.214225,0.241585
763,0.445788,0.577227
764,0.293162,1.39787
765,1.14402,0.909574
766,0.357753,1.08554
767,1.58584,1.52904
768,1.79274,0.971099
769,1.00415,0.267708
770,0.364103,0.68807
771,0.825458,1.96002
772,0.237607,1.15372
773,1.35031,1.71935
774,1.75354,1.05771
775,0.958486,0.509964
776,0.191819,1.03098
777,0.666056,1.99402
778,1.55482,1.04941
779,0.451648,0.482131
780,0.586874,0.089053
781,0.157631,1.4467
782,1.14756,0.158025
783,1.17619,0.713157
784,0.783761,0.85403
785,1.821,0.390759
786,1.3083,0.768578
787,1.51484,1.07254
788,0.497253,1.64409
789,0.917888,1.09159
790,0.0263126,1.42589
791,1.16319,0.90347
792,0.645788,0.49733
793,1.67979,0.23249
794,0.654579,0.686361
795,0.933211,1.71697
796,1.18919,0.338267
797,0.0399267,1.66601
798,0.95,0.114566
799,1.87381,0.453322
800,1.01746,0.444777
801,0.21978,0.262642
802,0.575885,1.98645
803,1.0188,0.621906
804,1.95415,0.278268
805,0.969902,0.670186
806,1.62143,0.262032
807,0.0799145,1.63219
808,1.93242,0.740135
809,0.286447,1.79522
810,1.70214,0.390759
811,0.389927,1.6292
812,1.41294,0.915677
813,0.414103,0.819788
814,0.20757,0.510758
815,0.413065,0.144963
816,0.100244,1.36979
817,1.94347,1.56633
818,1.25543,1.60527
819,1.13645,1.87939
820,0.0237485,0.0548723
821,0.818987,1.02182
822,1.91166,1.17856
823,1.65,1.92163
824,0.0424298,1.89563
825,1.07418,0.835719
826,1.24744,0.0143437
827,0.232173,1.72643
828,1.84084,0.110843
829,1.09493,1.60173
830,0.78895,0.578204
831,1.25299,0.15595
832,0.471673,0.337596
833,0.235714,0.738487
834,1.92295,0.627094
835,1.2014,0.901334
836,1.5188,1.61705
837,1.59463,1.77966
838,0.822039,0.588519
839,0.159951,0.594806
840,1.9265,1.30705
841,1.75867,1.88659
842,0.455006,0.27192
843,0.0299145,0.926481
844,0.574603,1.98297
845,1.3384,1.39695
846,0.237546,1.47417
847,1.82332,1.077
848,1.65275,1.38884
849,1.09737,0.220038
850,0.892552,0.0422376
851,1.33272,1.77947
852,0.89359,1.5023
853,1.49206,0.893033
854,1.07869,1.95599
855,1.49664,1.32249
856,1.73883,1.77483
857,0.434432,1.10916
858,1.35263,0.991729
859,0.763736,0.807276
860,1.48675,0.610614
861,1.09206,1.53179
862,0.0235043,0.531632
863,1.77723,0.971343
864,0.495788,0.146123
865,0.530647,1.70556
866,0.46746,1.07938
867,1.68443,1.8905
868,0.49884,0.392956
869,1.02332,1.87805
870,0.457692,0.0455336
871,0.392125,1.87292
872,1.09274,1.80639
873,0.826374,1.54393
874,1.0804,1.36522
875,0.0735043,0.85696
876,0.467521,0.34199
877,0.244811,0.524247
878,1.7928,1.50957
879,0.240171,0.624897
880,1.437,0.0640889
881,1.79359,1.3936
882,1.18901,1.45524
883,1.69573,1.14634
884,0.829365,1.3657
885,0.266972,1.06699
886,0.0363858,1.17283
887,1.67845,1.36229
888,1.30849,1.86602
889,1.53694,0.359996
890,0.142308,0.197028
891,1.51062,1.72375
892,1.67857,0.0449843
893,1.87778,1.3336
894,1.61581,0.842494
895,1.06154,0.79635
896,0.742552,0.679403
897,0.646154,1.23655
898,0.0858364,1.62505
899,1.34103,1.24412
900,0.774054,0.141789
901,0.11801,0.858608
902,0.442918,1.45396
903,1.53309,1.50414
904,1.66276,0.625263
905,1.29756,0.105655
906,0.656166,0.1554
907,1.78504,0.466018
908,1.79939,1.35679
909,1.51178,0.610492
910,0.239866,1.89093
911,0.0615385,1.46696
912,0.762271,1.8609
913,0.60409,0.190802
914,0.926374,1.03207
915,0.379853,0.916044
916,1.86716,1.33702
917,1.53791,0.968047
918,0.1058,1.056
919,0.73254,1.85992
920,1.63938,1.21262
921,0.218987,1.95795
922,0.601954,0.021485
923,0.0175824,1.80242
924,0.279548,0.934111
925,0.360195,1.94708
926,1.33883,1.19095
927,0.284554,1.09061
928,0.176984,0.0590838
929,0.18602,1.46672
930,0.465934,0.358226
931,1.60763,1.17948
932,0.53602,0.711692
933,0.803419,1.67687
934,1.50501,0.446852
935,1.90122,1.08853
936,1.17937,1.46355
937,1.04145,0.972686
938,0.0736264,0.93997
939,0.990293,1.36161
940,1.58944,0.703391
941,0.578144,1.1268
942,1.7605,0.704611
943,1.24695,1.84387
944,0.250366,0.556963
945,0.164774,1.77837
946,0.699023,1.77337
947,0.103114,0.587054
948,0.354335,1.42064
949,0.75928,1.08298
950,1.42027,0.645161
951,0.759585,0.196661
952,0.930769,0.170598
953,0.382479,1.33494
954,1.52875,0.668661
955,0.393468,0.932463
956,1.46691,0.110416
957,0.511294,1.37468
958,1.77955,0.0697043
959,0.187118,0.876003
960,1.07759,1.71923
961,0.817155,0.593829
962,1.10812,1.18577
963,0.482357,0.476455
964,0.289133,0.263192
965,0.0656899,0.35078
966,1.18291,1.47026
967,1.37778,1.78875
968,0.498657,1.33341
969,1.99048,1.60839
970,0.03663,1.82879
971,0.0789377,1.7141
972,1.17063,0.370678
973,1.9475,0.606891
974,1.34609,0.849696
975,1.31777,1.55889
976,1.83584,1.24271
977,1.1735,1.38517
978,0.913736,0.491958
979,0.144994,0.220527
980,0.952564,1.93347
981,0.449817,0.96115
982,0.924847,1.79235
983,1.4221,1.31651
984,0.695238,0.40846
985,1.99078,1.98578
986,1.53223,0.154668
987,1.30849,1.56566
988,1.72869,0.719016
989,1.36471,0.681295
990,0.336264,0.783959
991,1.07247,0.736961
992,1.034,0.406323
993,0.268071,0.87814
994,1.32521,1.82684
995,0.52674,0.477309
996,0.850549,1.26963
997,1.95507,1.96112
998,1.82912,1.78234
999,1.40708,0.329722
1000,1.78968,0.559465
1001,0.1384,1.53856
1002,1.06129,0.744102
1003,0.00286936,0.256355
1004,0.18779,0.659871
1005,1.1837,0.646931
1006,0.80232,0.0374767
1007,1.35873,1.97766
1008,0.764042,0.320994
1009,0.389805,0.302683
1010,1.7898,1.81347
1011,0.347802,0.439955
1012,0.63431,1.50481
1013,0.189988,1.21433
1014,0.378327,1.16202
1015,1.94505,1.72576
1016,1.75763,0.907071
1017,1.06874,1.46745
1018,1.03474,0.308115
1019,1.9953,0.715964
1020,1.86624,0.217292
1021,1.01606,1.99451
1022,1.22143,1.45134
1023,0.805922,0.820582
1024,0.949328,0.179571
1025,0.330708,0.642415
1026,0.242552,1.81323
1027,0.864225,1.08683
1028,1.34945,0.516434
1029,1.58223,0.650777
1030,0.607631,1.45396
1031,0.995177,0.999298
1032,0.532295,0.778954
1033,1.54383,0.351695
1034,1.47601,1.42094
1035,0.276068,0.283944
1036,0.598962,0.18482
1037,0.914774,1.9057
1038,0.746886,0.791955
1039,0.0165446,0.0283822
1040,1.59524,1.50713
1041,0.637118,1.88501
1042,1.35849,0.175726
1043,1.11648,0.43141
1044,0.68547,1.07663
1045,0.622955,1.51689
1046,0.351587,0.23133
1047,1.11563,1.49315
1048,0.254335,1.95996
1049,1.70574,1.3997
1050,0.271306,0.770104
1051,0.248779,1.9602
1052,0.993162,0.375439
1053,0.624298,0.504044
1054,1.4583,1.00198
1055,0.815995,0.836268
1056,1.03895,0.410535
1057,0.858974,0.27192
1058,0.798718,0.48909
1059,1.18065,0.772301
1060,1.22759,1.1019
1061,1.12198,1.62542
1062,1.4964,1.36839
1063,0.71105,1.64745
1064,1.52112,0.941679
1065,0.324908,1.6986
1066,1.42173,1.40648
1067,0.975336,1.65465
1068,0.673748,1.87176
1069,0.830647,0.104251
1070,0.609951,0.449538
1071,1.50159,0.201972
1072,0.200061,1.82891
1073,0.800366,1.54863
1074,1.46447,1.82946
1075,1.41801,1.94336
1076,0.704212,1.90338
1077,1.45427,0.605609
1078,0.227778,1.28983
1079,1.28455,0.25013
1080,1.63626,1.17301
1081,0.0517705,1.46458
1082,1.28974,0.994232
1083,0.427839,1.43748
1084,0.536081,1.27586
1085,0.410806,0.462539
1086,0.883211,1.17869
1087,0.0931624,0.055971
1088,0.830525,1.78326
1089,1.76941,0.214362
1090,1.74408,1.01132
1091,1.72473,0.563433
1092,0.239255,0.436598
1093,1.81148,1.15305
1094,1.28425,1.22141
1095,0.686081,1.68676
1096,0.861111,1.30979
1097,0.664835,1.29264
1098,0.852198,0.0606708
1099,0.739438,0.788903
1100,0.994811,0.95938
1101,1.68394,0.026368
1102,0.634249,1.15915
1103,1.58492,0.551469
1104,1.76374,1.6267
1105,1.82753,0.772485
1106,1.76447,0.837428
1107,0.78199,1.28678
1108,0.601038,1.55187
1109,1.45165,0.279794
1110,0.202808,1.4395
1111,0.36398,1.19053
1112,0.664408,1.46477
1113,0.321245,1.40678
1114,1.94945,0.246651
1115,1.45275,1.84942
1116,0.233639,1.31358
1117,1.6594,1.18485
1118,0.145299,0.536515
1119,1.19127,1.31425
1120,1.16471,0.294259
1121,1.04048,0.98001
1122,1.64109,0.348949
1123,1.30714,0.0525529
1124,0.451954,0.243721
1125,1.94963,0.564226
1126,1.57357,1.52135
1127,0.614042,0.092288
1128,1.97167,1.45793
1129,0.807814,0.909757
1130,1.53388,0.555986
1131,0.77033,0.669576
1132,0.456838,0.999054
1133,1.28901,1.5183
1134,1.87509,1.8822
1135,1.60122,0.692709
1136,0.781502,0.553301
1137,0.728205,1.09812
1138,1.72759,1.07529
1139,1.30134,1.33531
1140,0.599267,1.90155
1141,0.445665,1.40129
1142,1.28516,0.594928
1143,1.82973,1.07071
1144,1.41441,1.06613
